n,r_prompt,p_prompt,r_response,p_response,diff_r_response_minus_prompt,ci_lo_95,ci_hi_95
1650,-0.1842392306408818,4.599204465894954e-14,0.28306765290172436,8.916316953242542e-32,0.4673068835426062,0.410717038244174,0.5215619372593813
