condition,label,coef_locked_from_tune,baseline_logit,best_logit_test,delta_logit,std_logit,error_source
assistant_axis,Assistant Axis,2000.0,1.0094791746139526,0.6392187351650662,-0.3702604394488864,0.03160439342766084,multiseed_n3
caa,CAA (targeted),-2000.0,1.0094791746139526,0.1351388957765367,-0.8743402788374159,0.014194718594756206,multiseed_n3
skeptic,Skeptic,2000.0,1.0094791746139526,0.3037847257322735,-0.7056944488816792,0.027211492261272934,multiseed_n3
pacifist,Pacifist,2000.0,1.0094791746139526,1.114531245753169,0.10505207113921644,0.012737755276128939,multiseed_n3
